dataset,protocol,heldout_group,model,decision_policy,train_normal_count,val_normal_count,test_normal_count,test_fault_count,p50,p90,p95,p99,roc_auc,pr_auc,precision,recall,f1,false_alarm_rate,miss_rate,uncertain_rate,mean_health_normal,mean_health_fault,normal_state_rate,warning_state_rate,fault_state_rate,tn,fp,fn,tp
Paderborn,paderborn-bearing-wise,KA03,iforest,fuzzy_warning_as_alarm_hi50,3759,940,1175,977,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.9621106731418367,0.939324193460853,0.9306698002350177,0.8106448311156602,0.8665207877461707,0.05021276595744681,0.18935516888433981,0.0887546468401487,0.09098511525181448,0.7858885749729089,0.5650557620817844,0.0887546468401487,0.3461895910780669,1116,59,185,792
Paderborn,paderborn-bearing-wise,KA03,iforest,fuzzy_fault_only_hi75,3759,940,1175,977,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.9621106731418367,0.939324193460853,0.9557046979865772,0.7287615148413511,0.826945412311266,0.028085106382978724,0.2712384851586489,0.0887546468401487,0.09098511525181448,0.7858885749729089,0.5650557620817844,0.0887546468401487,0.3461895910780669,1142,33,265,712
Paderborn,paderborn-bearing-wise,KA05,iforest,hard_val_p95,3759,940,1175,976,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.7694183815835368,0.621598405325174,0.49572649572649574,0.05942622950819672,0.10612991765782251,0.05021276595744681,0.9405737704918032,0.06555090655509066,0.09098511525181448,0.16597636908545713,0.9060901906090191,0.06555090655509066,0.028358902835890282,1116,59,918,58
Paderborn,paderborn-bearing-wise,KA05,iforest,fuzzy_warning_as_alarm_hi50,3759,940,1175,976,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.7694183815835368,0.621598405325174,0.49572649572649574,0.05942622950819672,0.10612991765782251,0.05021276595744681,0.9405737704918032,0.06555090655509066,0.09098511525181448,0.16597636908545713,0.9060901906090191,0.06555090655509066,0.028358902835890282,1116,59,918,58
Paderborn,paderborn-bearing-wise,KA05,iforest,fuzzy_fault_only_hi75,3759,940,1175,976,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.7694183815835368,0.621598405325174,0.45901639344262296,0.028688524590163935,0.05400192864030858,0.028085106382978724,0.9713114754098361,0.06555090655509066,0.09098511525181448,0.16597636908545713,0.9060901906090191,0.06555090655509066,0.028358902835890282,1142,33,948,28
Paderborn,paderborn-bearing-wise,KA07,iforest,hard_val_p95,3759,940,1175,987,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.7366082476449158,0.615109949280025,0.5815602836879432,0.08308004052684904,0.1453900709219858,0.05021276595744681,0.916919959473151,0.0851063829787234,0.09098511525181448,0.17411927666800853,0.8862164662349676,0.0851063829787234,0.028677150786308975,1116,59,905,82
Paderborn,paderborn-bearing-wise,KA07,iforest,fuzzy_warning_as_alarm_hi50,3759,940,1175,987,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.7366082476449158,0.615109949280025,0.5815602836879432,0.08308004052684904,0.1453900709219858,0.05021276595744681,0.916919959473151,0.0851063829787234,0.09098511525181448,0.17411927666800853,0.8862164662349676,0.0851063829787234,0.028677150786308975,1116,59,905,82
Paderborn,paderborn-bearing-wise,KA07,iforest,fuzzy_fault_only_hi75,3759,940,1175,987,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.7366082476449158,0.615109949280025,0.46774193548387094,0.029381965552178316,0.055290753098188754,0.028085106382978724,0.9706180344478217,0.0851063829787234,0.09098511525181448,0.17411927666800853,0.8862164662349676,0.0851063829787234,0.028677150786308975,1142,33,958,29
Paderborn,paderborn-bearing-wise,KI01,iforest,hard_val_p95,3759,940,1175,977,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.8064700886343342,0.6877164787354432,0.6844919786096256,0.13101330603889458,0.21993127147766323,0.05021276595744681,0.8689866939611054,0.15892193308550187,0.09098511525181448,0.2327919333010123,0.8169144981412639,0.15892193308550187,0.024163568773234202,1116,59,849,128
Paderborn,paderborn-bearing-wise,KI01,iforest,fuzzy_warning_as_alarm_hi50,3759,940,1175,977,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.8064700886343342,0.6877164787354432,0.6844919786096256,0.13101330603889458,0.21993127147766323,0.05021276595744681,0.8689866939611054,0.15892193308550187,0.09098511525181448,0.2327919333010123,0.8169144981412639,0.15892193308550187,0.024163568773234202,1116,59,849,128
