training_mode,seed,clients_by,calibration_scope,model,client_id,decision_policy,f1,false_alarm_rate,miss_rate,uncertain_rate,mean_health_normal,mean_health_fault,health_gap
local-only,42,bearing,client_specific,cnn-ae,test2_bearing3,fuzzy_warning_as_alarm_hi50,0.2635362210604929,0.07627118644067797,0.8481604991394148,0.09374665954035276,0.13114992740589806,0.21053888236260354,0.07938895495670548
local-only,42,bearing,client_specific,cnn-ae,test2_bearing3,fuzzy_fault_only_hi75,0.20955864658035328,0.06779661016949153,0.8829066265060241,0.09374665954035276,0.13114992740589806,0.21053888236260354,0.07938895495670548
local-only,42,bearing,client_specific,cnn-ae,test3_bearing1,hard_val_p95,0.862421743777676,0.043478260869565216,0.24053356282271945,0.04103147124179629,0.09944202444622778,0.7967909398339666,0.6973489153877389
local-only,42,bearing,client_specific,cnn-ae,test3_bearing1,fuzzy_warning_as_alarm_hi50,0.862421743777676,0.043478260869565216,0.24053356282271945,0.04103147124179629,0.09944202444622778,0.7967909398339666,0.6973489153877389
local-only,42,bearing,client_specific,cnn-ae,test3_bearing1,fuzzy_fault_only_hi75,0.8543814829634646,0.023715415019762844,0.2534961273666093,0.04103147124179629,0.09944202444622778,0.7967909398339666,0.6973489153877389
local-only,42,bearing,client_specific,cnn-ae,test3_bearing3,hard_val_p95,0.7537211091413855,0.05006587615283267,0.393986660929432,0.04692263965686528,0.1109020984233353,0.6260475564255776,0.5151454580022423
local-only,42,bearing,client_specific,cnn-ae,test3_bearing3,fuzzy_warning_as_alarm_hi50,0.7537211091413855,0.05006587615283267,0.393986660929432,0.04692263965686528,0.1109020984233353,0.6260475564255776,0.5151454580022423
local-only,42,bearing,client_specific,cnn-ae,test3_bearing3,fuzzy_fault_only_hi75,0.7372634149650634,0.028985507246376812,0.415447504302926,0.04692263965686528,0.1109020984233353,0.6260475564255776,0.5151454580022423
centralized,42,bearing,client_specific,cnn-ae,test1_bearing1,hard_val_p95,0.9498927886243088,0.06976744186046512,0.09455679862306368,0.039310344827586205,0.0977921901682137,0.8920106170278824,0.7942184268596687
centralized,42,bearing,client_specific,cnn-ae,test1_bearing1,fuzzy_warning_as_alarm_hi50,0.9498927886243088,0.06976744186046512,0.09455679862306368,0.039310344827586205,0.0977921901682137,0.8920106170278824,0.7942184268596687
centralized,42,bearing,client_specific,cnn-ae,test1_bearing1,fuzzy_fault_only_hi75,0.9326906524358753,0.031007751937984496,0.12575301204819278,0.039310344827586205,0.0977921901682137,0.8920106170278824,0.7942184268596687
centralized,42,bearing,pooled,cnn-ae,test1_bearing1,hard_val_p95,0.47262271513657833,0.0,0.690565834767642,0.050557029177718836,0.0,0.3528000984720271,0.3528000984720271
centralized,42,bearing,pooled,cnn-ae,test1_bearing1,fuzzy_warning_as_alarm_hi50,0.47262271513657833,0.0,0.690565834767642,0.050557029177718836,0.0,0.3528000984720271,0.3528000984720271
centralized,42,bearing,pooled,cnn-ae,test1_bearing1,fuzzy_fault_only_hi75,0.44431428332357126,0.0,0.7143932874354562,0.050557029177718836,0.0,0.3528000984720271,0.3528000984720271
centralized,42,bearing,adaptive,cnn-ae,test1_bearing1,hard_val_p95,0.7973868891691731,0.003875968992248062,0.33691910499139416,0.11883289124668435,0.016547658616291015,0.6982634427287996,0.6817157841125085
centralized,42,bearing,adaptive,cnn-ae,test1_bearing1,fuzzy_warning_as_alarm_hi50,0.7973868891691731,0.003875968992248062,0.33691910499139416,0.11883289124668435,0.016547658616291015,0.6982634427287996,0.6817157841125085
